COUNTYFIPS,NAMELSAD,Latitude,Lng,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
54079,Putnam County,38.5086,-81.909,West Virginia,9.8,68.3181343,21.1,38.1,4.008370631
19109,Kossuth County,43.2041,-94.2067,Iowa,9.5,51.14199318,25.7,35.9,4.141760071
13009,Baldwin County,33.0693,-83.2496,Georgia,9.7,49.87751531,19.8,28.1,12.87980186
21043,Carter County,38.3182,-83.0495,Kentucky,11.3,42.64430014,33.7,36.8,3.743360172
22041,Franklin Parish,32.1333,-91.6738,Louisiana,9,32.67202774,19,25.1,13.03284908
36051,Livingston County,42.7281,-77.7755,New York,9.4,68.52109553,22.9,35.1,3.909716319
37073,Gates County,36.4449,-76.7005,North Carolina,9.3,27.36738542,21,22.5,7.889174914
28047,Harrison County,30.5122,-89.1161,Mississippi,10.1,66.95759066,27.2,34.4,14.8323324
39037,Darke County,40.1333,-84.6194,Ohio,9.1,43.78292642,22.5,32.5,3.493969159
47125,Montgomery County,36.4969,-87.3828,Tennessee,12.4,62.41709269,24.7,35.1,15.93212368
37057,Davidson County,35.7933,-80.2128,North Carolina,11.5,56.01063373,21.8,33.1,9.54487596
18053,Grant County,40.5158,-85.6547,Indiana,12.8,54.91642997,27.4,34.5,8.250734496
21137,Lincoln County,37.4554,-84.6608,Kentucky,8.9,34.20499555,19.8,25.5,8.909715603
13013,Barrow County,33.9932,-83.7127,Georgia,8.8,58.64460046,20,31,11.31127212
51033,Caroline County,38.0267,-77.3471,Virginia,8.8,39.88439306,22.6,30.7,1.518267401
47117,Marshall County,35.4689,-86.765,Tennessee,9.6,37.73393866,23.5,31.4,8.966406938
19099,Jasper County,41.686,-93.0538,Iowa,9.7,64.9611856,19.3,35.3,3.927733612
55087,Outagamie County,44.4161,-88.4649,Wisconsin,9.4,81.18452701,16.2,30.7,4.785624304
22111,Union Parish,32.8318,-92.3748,Louisiana,10.8,29.2416707,22.2,24.1,15.4073855
35013,Do?a Ana County,32.3526,-106.8328,New Mexico,9.4,68.89448605,19,29.7,16.5077417
26149,St. Joseph County,41.9144,-85.5278,Michigan,10.6,49.7903581,19.7,27.9,5.510322914
37035,Catawba County,35.662,-81.2151,North Carolina,8.8,59.2803742,22.6,27.1,9.787832788
20137,Norton County,39.7844,-99.9035,Kansas,8.9,62.26415094,19.6,25.8,7.747554722
32510,Carson City,39.1511,-119.7476,Nevada,9.1,93.49422875,18.1,32.5,2.744270405
51035,Carroll County,36.7316,-80.7339,Virginia,8.9,41.00925371,19,32.5,1.700039542
18125,Pike County,38.3988,-87.2322,Indiana,9.1,41.54924095,21.3,24.4,0.850871948
21009,Barren County,36.9656,-85.9337,Kentucky,11.7,50.99945463,30.4,32.4,7.593321913
20049,Elk County,37.4537,-96.2441,Kansas,10.3,28.34836919,21.3,20.8,18.51346303
48373,Polk County,30.7927,-94.83,Texas,9.5,37.55532557,18,26.2,5.029908064
54097,Upshur County,38.8979,-80.2334,West Virginia,10.2,57.48330172,21.5,29.3,3.403785062
1065,Hale County,32.7627,-87.6291,Alabama,10.4,25.72969543,25.7,34.8,6.976491257
13075,Cook County,31.154,-83.4305,Georgia,9.5,60.56239833,26,21.7,0.776539547
51025,Brunswick County,36.7648,-77.859,Virginia,9.7,7.577148101,26.6,32.2,10.06511364
45037,Edgefield County,33.7722,-81.9664,South Carolina,10.7,50.30943117,25.8,35.3,12.06659285
10003,New Castle County,39.5768,-75.6527,Delaware,9.5,94.17173186,23.8,30.4,6.022437016
19051,Davis County,40.7477,-92.4097,Iowa,9.5,41.26585171,21.9,22.2,3.328594623
35035,Otero County,32.6132,-105.7415,New Mexico,9.1,49.09948744,21.5,31.1,7.901750532
1015,Calhoun County,33.7714,-85.826,Alabama,12.9,49.15747394,27.8,39.2,15.398073
5057,Hempstead County,33.7354,-93.6684,Arkansas,10.6,57.11000044,21.5,24,16.10888281
37027,Caldwell County,35.953,-81.5464,North Carolina,12.2,62.04940443,25.1,33,15.36831423
40153,Woodward County,36.4227,-99.2651,Oklahoma,10.1,70.28036452,27.4,28.5,6.818004452
47075,Haywood County,35.5832,-89.2838,Tennessee,11.9,42.64651089,21.2,30,10.90747264
56031,Platte County,42.1331,-104.9659,Wyoming,9.3,74.31637245,18.5,25.4,4.342730286
40099,Murray County,34.4823,-97.0679,Oklahoma,9.5,72.71648873,22.9,24.1,5.710480486
31079,Hall County,40.8726,-98.5022,Nebraska,9.6,84.58887164,26.6,36.5,7.03707593
36083,Rensselaer County,42.7111,-73.5097,New York,8.8,59.57009076,20.2,29.2,4.096446579
28115,Pontotoc County,34.2254,-89.0374,Mississippi,10.8,39.37977768,27.9,32.8,6.165578423
5027,Columbia County,33.2143,-93.2273,Arkansas,13.6,43.32029977,27.5,35.6,8.611896599
13105,Elbert County,34.1168,-82.8401,Georgia,8.8,35.71853615,19.3,22.7,10.40057239
13199,Meriwether County,33.0405,-84.6883,Georgia,8.9,35.46744271,23.5,27,1.218915681
37077,Granville County,36.304,-78.6527,North Carolina,9.1,38.32031511,17.8,21.6,8.457735483
20015,Butler County,37.7812,-96.839,Kansas,9,63.5154827,24.8,35,6.518217066
54023,Grant County,39.1051,-79.1956,West Virginia,11.7,52.14040379,21.2,30.3,5.214387197
28069,Kemper County,32.7546,-88.6412,Mississippi,9,0.918133129,17,28.2,23.97014687
26031,Cheboygan County,45.4463,-84.4999,Michigan,9.1,48.39782808,20.4,27.6,3.873383126
5111,Poinsett County,35.574,-90.663,Arkansas,11.7,8.949273889,27.1,29.5,10.32565789
12091,Okaloosa County,30.6913,-86.5917,Florida,10.3,74.23709504,26.8,26.2,11.1042411
28057,Itawamba County,34.28,-88.3613,Mississippi,11.8,36.8659459,26.2,31,6.605793884
37123,Montgomery County,35.3325,-79.9055,North Carolina,9.2,70.04820491,17.4,23.5,6.864855527
39139,Richland County,40.7747,-82.5365,Ohio,10.8,65.02912231,29.1,34.9,13.63021819
45027,Clarendon County,33.6658,-80.2164,South Carolina,10.9,38.24311572,26.5,35.4,7.272737239
36085,Richmond County,40.5808,-74.1524,New York,9.8,95.37132251,23.7,29.1,0.156763531
36117,Wayne County,43.1566,-77.0294,New York,10.8,54.26246641,28.8,36.6,1.942348449
37117,Martin County,35.8432,-77.1092,North Carolina,10,31.95674352,20.2,26.8,3.983355821
18069,Huntington County,40.8292,-85.4881,Indiana,11.3,59.81036526,20.6,33.2,9.739058795
40125,Pottawatomie County,35.2066,-96.9484,Oklahoma,12.1,55.35986867,27.1,32,8.821926302
40023,Choctaw County,34.0266,-95.5522,Oklahoma,11.6,21.34166393,24.9,27.1,21.08263974
40091,McIntosh County,35.3736,-95.6668,Oklahoma,11.2,29.33537428,23.1,25.2,6.644692605
51155,Pulaski County,37.0635,-80.7144,Virginia,9.3,66.04439092,27.6,27.2,3.903199645
51185,Tazewell County,37.125,-81.5606,Virginia,10.5,59.94276587,31.1,37.5,8.283009361
54049,Marion County,39.51,-80.2434,West Virginia,11.6,55.72157822,25,35.2,5.129231028
47011,Bradley County,35.1541,-84.8596,Tennessee,11.4,68.30835767,25.3,34.2,12.3687717
51800,Suffolk city,36.6953,-76.6398,Virginia,11.5,71.32352072,22.2,32.4,3.872144659
1093,Marion County,34.1366,-87.8871,Alabama,9.7,40.17416168,23.7,30.2,1.03100843
40073,Kingfisher County,35.9454,-97.9421,Oklahoma,9,49.8736198,25.4,28.7,4.116712321
42021,Cambria County,40.4952,-78.7135,Pennsylvania,9.5,70.16265425,22,25.2,6.345585631
24047,Worcester County,38.2128,-75.334,Maryland,9.4,78.52645081,23.2,35.1,6.031039902
13175,Laurens County,32.4637,-82.9222,Georgia,13.2,43.29190238,29.5,30.7,9.711614288
39129,Pickaway County,39.6419,-83.0244,Ohio,9.5,76.19663184,20.2,30.9,3.032953754
39131,Pike County,39.0773,-83.0668,Ohio,12.1,27.95638998,28.8,37,1.398214635
34015,Gloucester County,39.7173,-75.1414,New Jersey,9.5,78.44065657,27.3,32.4,6.468941747
27065,Kanabec County,45.9452,-93.2934,Minnesota,9,29.23825359,22.4,26.5,4.305796873
46071,Jackson County,43.6942,-101.6282,South Dakota,11.3,1.088749588,27.7,34,45.84776591
6047,Merced County,37.1919,-120.7177,California,11.3,76.03804639,26.7,34.1,7.711543186
31001,Adams County,40.5245,-98.5012,Nebraska,9.2,75.31883688,24,36.6,12.1812124
13135,Gwinnett County,33.9617,-84.0236,Georgia,9.7,80.20006929,24.9,31.5,9.708332071
13191,McIntosh County,31.4963,-81.4103,Georgia,11.2,28.82857741,18.5,22.6,5.930980375
42005,Armstrong County,40.8121,-79.4646,Pennsylvania,10.9,71.49011474,27,36.4,2.047729955
13021,Bibb County,32.8065,-83.6974,Georgia,14,58.70315725,27.7,33.7,13.06022215
19163,Scott County,41.6371,-90.6232,Iowa,9.1,85.75812231,20.9,34.6,3.453075539
20117,Marshall County,39.7836,-96.5229,Kansas,9.2,7.304536918,21.5,34.4,12.87739676
36023,Cortland County,42.595,-76.0703,New York,9.2,75.79657856,23.2,32.1,4.311292515
22073,Ouachita Parish,32.4784,-92.1549,Louisiana,12.3,69.38004163,28,40,15.44380333
28075,Lauderdale County,32.4043,-88.6625,Mississippi,9.5,60.08273009,27.6,34,17.34433421
29075,Gentry County,40.2121,-94.4099,Missouri,9.3,30.4096171,21.5,22.4,9.68683183
20139,Osage County,38.6523,-95.7269,Kansas,12,50.98496471,26,37.9,5.058794529
18133,Putnam County,39.6663,-86.845,Indiana,11.2,50.59136528,24.2,25.3,3.539119526
21225,Union County,37.6584,-87.9454,Kentucky,9.7,52.74871727,23.6,31.6,19.97722238
45061,Lee County,34.1633,-80.2545,South Carolina,12.4,36.00416233,30.4,33.6,2.832636262
19175,Union County,41.0277,-94.2424,Iowa,11.2,78.31498325,20.5,30.3,5.899898647
19011,Benton County,42.0802,-92.0657,Iowa,9.1,40.08666974,20.8,33.4,4.280114832
26127,Oceana County,43.6409,-86.2676,Michigan,9.3,79.251035,16.3,31.8,4.370293669
19045,Clinton County,41.898,-90.532,Iowa,8.9,61.84339116,24.3,31.3,8.351933489
13035,Butts County,33.2879,-83.9572,Georgia,9.7,41.83893469,17.5,18.9,8.54641648
54005,Boone County,38.023,-81.7112,West Virginia,15.7,1.477932519,26.9,40.3,3.288461187
13131,Grady County,30.8747,-84.2345,Georgia,11.2,49.48222782,22.9,26,1.381008382
1059,Franklin County,34.4417,-87.8437,Alabama,9.5,52.14799394,27.4,30.1,5.735104648
42121,Venango County,41.401,-79.758,Pennsylvania,9.2,64.82249382,21,28.5,1.955630136
12095,Orange County,28.5145,-81.3236,Florida,8.9,91.37026203,24,28.2,7.18006162
51173,Smyth County,36.8438,-81.537,Virginia,9.6,88.30414804,26.5,23.6,1.149394083
28009,Benton County,34.8173,-89.1885,Mississippi,10,67.64806965,17.1,24.1,16.9567968
40133,Seminole County,35.1675,-96.6155,Oklahoma,10,49.90189153,26,30.1,12.21222266
20053,Ellsworth County,38.6966,-98.2048,Kansas,9.2,61.05895029,24.8,31,10.82334512
28087,Lowndes County,33.4729,-88.4433,Mississippi,13.2,58.10401646,23.9,34.7,14.7786359
29069,Dunklin County,36.2721,-90.0909,Missouri,12.4,48.02365975,38.8,37.8,5.396773069
34021,Mercer County,40.2834,-74.7018,New Jersey,9.3,96.9856458,24.3,27,3.669639075
45091,York County,34.9748,-81.1845,South Carolina,9.7,69.66776218,20.8,31.3,8.52956709
5051,Garland County,34.5768,-93.1504,Arkansas,10.2,71.01557944,22.9,26.8,10.65407406
18055,Greene County,39.0363,-86.9621,Indiana,11.1,39.48741143,31.3,37.1,5.971648064
20021,Cherokee County,37.1693,-94.8463,Kansas,11.1,30.24117021,25,33.2,17.92753884
18011,Boone County,40.0508,-86.4687,Indiana,8.8,73.62111582,21,23.8,2.46502842
36107,Tioga County,42.1703,-76.3063,New York,9.2,48.88801956,21.8,29,1.060449335
51197,Wythe County,36.9171,-81.0787,Virginia,9,72.58765179,22.5,30.2,4.43861755
18141,St. Joseph County,41.6167,-86.2899,Indiana,9.5,74.35779284,23.2,34,8.158716695
40137,Stephens County,34.4856,-97.8515,Oklahoma,11.1,57.80056828,25,34.2,8.550608006
35047,San Miguel County,35.4805,-104.8158,New Mexico,10.5,55.21722859,23.4,29.8,22.67533107
29101,Johnson County,38.7441,-93.8064,Missouri,9,44.37874323,26.8,31.3,11.55360583
22079,Rapides Parish,31.1986,-92.5332,Louisiana,13.5,72.3218831,28.3,35.7,19.12606454
19147,Palo Alto County,43.0821,-94.6781,Iowa,8.9,53.79471394,23.1,27.9,7.142982185
41033,Josephine County,42.3655,-123.5555,Oregon,8.8,69.00245427,19.9,30.1,9.113644926
18023,Clinton County,40.3017,-86.4751,Indiana,11.6,58.41861305,28.7,33,1.180536872
39155,Trumbull County,41.3172,-80.7611,Ohio,9.2,62.66879684,26.9,36.4,11.29064176
21199,Pulaski County,37.1039,-84.5773,Kentucky,11.2,56.76387105,30,36.6,7.894081031
26025,Calhoun County,42.2465,-85.0056,Michigan,11.4,66.79079811,25,36.1,11.39834448
37085,Harnett County,35.3688,-78.8693,North Carolina,12.1,45.4333002,20.8,29.7,6.566129415
38077,Richland County,46.2646,-96.9483,North Dakota,9.1,54.12658538,23.5,33.9,5.360377864
5119,Pulaski County,34.77,-92.312,Arkansas,10.8,76.32802784,24.4,33.6,12.88145541
20087,Jefferson County,39.2358,-95.3834,Kansas,8.8,31.55390568,18.3,32.4,0.339721376
36039,Greene County,42.2765,-74.1227,New York,8.8,61.63019849,23.7,30.8,1.965435066
37015,Bertie County,36.0662,-76.9787,North Carolina,11.4,25.60379664,22.7,33.6,24.48535514
18091,LaPorte County,41.546,-86.74,Indiana,12,65.4265388,27.1,35.4,8.331322287
45063,Lexington County,33.9023,-81.2722,South Carolina,9.8,62.58332031,22.9,30.5,8.658863582
22061,Lincoln Parish,32.6016,-92.6649,Louisiana,9.3,44.87429122,29.6,25.2,19.39869824
45001,Abbeville County,34.2226,-82.4593,South Carolina,12.1,59.75134752,24.3,32.2,8.829011729
46047,Fall River County,43.2394,-103.5275,South Dakota,9.2,87.32731886,18.9,29.5,12.45678065
24510,Baltimore city,39.3051,-76.6144,Maryland,12.4,98.16993338,24.2,34.7,1.81111009
13301,Warren County,33.4089,-82.6768,Georgia,8.9,No Data,17.5,18.6,1.241727689
5107,Phillips County,34.4274,-90.8489,Arkansas,13.6,54.35951648,31.3,39.6,18.93565767
39059,Guernsey County,40.052,-81.4943,Ohio,9.5,42.33292589,26.1,32.5,12.51073954
40009,Beckham County,35.2687,-99.682,Oklahoma,9.4,59.41046159,21.4,26.6,7.848346812
40021,Cherokee County,35.9067,-94.9997,Oklahoma,11.3,54.61297806,26.3,31.9,14.03971721
40087,McClain County,35.0093,-97.4443,Oklahoma,9.3,50.22604764,25.7,31.3,3.390714827
51031,Campbell County,37.2053,-79.0966,Virginia,11.3,43.34451698,27.2,35.7,2.23197036
5103,Ouachita County,33.5934,-92.8819,Arkansas,11.1,47.85604901,27.9,32.9,18.14914708
28141,Tishomingo County,34.7404,-88.2393,Mississippi,10.2,46.08788853,26.9,30,No Data
28131,Stone County,30.79,-89.1177,Mississippi,8.9,62.84718318,16.8,24.6,12.57926592
28139,Tippah County,34.7684,-88.9089,Mississippi,12.1,49.60417416,31.4,31.4,1.853507963
27081,Lincoln County,44.4126,-96.2671,Minnesota,9.1,37.39823609,17.9,24.1,2.925569774
39079,Jackson County,39.0196,-82.6184,Ohio,14.3,44.82768999,31.3,40.3,2.582561229
42015,Bradford County,41.7887,-76.5154,Pennsylvania,8.8,54.1982051,26.5,36.3,4.720460222
21045,Casey County,37.3223,-84.9283,Kentucky,9,No Data,27.1,24.8,5.553824747
28159,Winston County,33.0885,-89.0344,Mississippi,13.9,32.86800708,27.1,36.3,10.25867376
28081,Lee County,34.2899,-88.6804,Mississippi,11.2,55.16704861,29,31.8,6.8920573
16027,Canyon County,43.6251,-116.7093,Idaho,10.2,71.00776507,22.9,33.6,7.432483941
5123,St. Francis County,35.022,-90.7478,Arkansas,11.4,58.08620568,30,38.3,19.29633793
42075,Lebanon County,40.3672,-76.4577,Pennsylvania,9.3,80.02066363,17.3,32.1,4.474384388
12043,Glades County,26.9564,-81.189,Florida,13.4,9.577770879,30.5,36,23.92137644
13245,Richmond County,33.3596,-82.0736,Georgia,13.8,65.00954879,26.6,35,21.04328022
18067,Howard County,40.4836,-86.117,Indiana,9.5,64.62079466,28.9,31.7,10.43910313
54061,Monongalia County,39.6303,-80.0466,West Virginia,9.8,72.8648806,19,29.6,6.096940907
12007,Bradford County,29.95,-82.1687,Florida,10.2,52.84361851,32.5,34,0.37418172
36009,Cattaraugus County,42.2486,-78.6788,New York,11.6,50.15501077,28.2,37.5,2.41495451
13195,Madison County,34.1278,-83.209,Georgia,8.9,2.489331437,20.7,21.3,1.504400918
28091,Marion County,31.2309,-89.8224,Mississippi,9.6,41.07722977,24.6,31.6,6.11500441
47099,Lawrence County,35.2174,-87.3956,Tennessee,9.9,39.82182522,28.3,32.1,1.568534844
41011,Coos County,43.1742,-124.0594,Oregon,11,64.2529702,20,35.2,3.93147819
51005,Alleghany County,37.7878,-80.0062,Virginia,9.2,100,25.1,30.8,7.894757405
29201,Scott County,37.053,-89.5686,Missouri,10.3,60.37355515,31.6,35.2,7.624345248
17161,Rock Island County,41.4673,-90.5674,Illinois,9.3,74.84648855,20.3,32.2,5.985505583
18019,Clark County,38.4772,-85.7073,Indiana,9.2,82.32999492,27.1,33.3,4.465283819
21117,Kenton County,38.9334,-84.5333,Kentucky,10.3,85.4914851,23.6,33.1,7.277679348
24009,Calvert County,38.5434,-76.5687,Maryland,9.9,66.23167337,19.3,29.9,5.229637233
29081,Harrison County,40.3547,-93.992,Missouri,10.7,12.47069331,24.9,30.4,14.76257202
35006,Cibola County,34.9125,-107.9998,New Mexico,12.5,57.46518208,27.5,34.1,21.92099795
42101,Philadelphia County,40.0077,-75.1339,Pennsylvania,11.6,99.4936455,23.4,30,0.31237458
1055,Etowah County,34.0453,-86.0348,Alabama,13.8,44.66245332,29.6,33.9,13.39791957
5029,Conway County,35.2624,-92.7014,Arkansas,9.4,28.26587693,27,32.9,9.747841119
21073,Franklin County,38.2392,-84.877,Kentucky,9.8,80.38348382,19.2,29.1,8.820187887
1069,Houston County,31.1532,-85.3025,Alabama,14.2,70.52399382,31.1,35.8,4.242109128
1033,Colbert County,34.7005,-87.8049,Alabama,12.3,42.86212979,29.7,31.6,8.82930331
12111,St. Lucie County,27.3773,-80.472,Florida,9.5,76.19380177,24.5,31.6,15.21819651
13103,Effingham County,32.3674,-81.3414,Georgia,8.8,42.51674641,20.5,30.4,6.534816499
17031,Cook County,41.8401,-87.8168,Illinois,9,98.14431124,20.6,27.8,1.766665034
20011,Bourbon County,37.8552,-94.8493,Kansas,10.8,42.47017729,22.1,35.2,11.18207654
20189,Stevens County,37.1923,-101.3121,Kansas,9.6,9.62613557,19.9,26.9,10.69179446
22071,Orleans Parish,30.0687,-89.9288,Louisiana,10.6,92.63267496,20.1,28.4,8.782998573
26069,Iosco County,44.3559,-83.6359,Michigan,9.2,83.67520377,21.5,30.9,5.286724391
30085,Roosevelt County,48.2945,-105.0164,Montana,13.6,29.19904077,29.2,35.4,8.327901298
36065,Oneida County,43.2418,-75.4358,New York,11.5,76.46054548,22.8,32.8,5.597000772
39095,Lucas County,41.6197,-83.6588,Ohio,10.4,91.92399534,25.1,36.2,6.846265046
1085,Lowndes County,32.1547,-86.6501,Alabama,11.8,0.628374192,23.3,31.9,20.20400656
28051,Holmes County,33.1235,-90.0921,Mississippi,12.4,35.23283675,32.4,37.7,18.47398846
28151,Washington County,33.2839,-90.9474,Mississippi,14.2,64.47581986,33,38.2,17.64692664
29033,Carroll County,39.427,-93.5052,Missouri,9.3,8.951048951,20,23.7,9.127719217
38061,Mountrail County,48.2013,-102.3557,North Dakota,9.5,70.57213606,26.4,32.1,2.504038054
39071,Highland County,39.1847,-83.601,Ohio,11.7,26.0432678,23.8,30.8,2.365546175
40075,Kiowa County,34.9164,-98.9809,Oklahoma,9.4,21.05653187,17.8,21.6,19.27781053
17001,Adams County,39.9879,-91.1885,Illinois,8.9,73.99520141,20.2,28.3,3.202782656
36019,Clinton County,44.7462,-73.6782,New York,9.5,65.4027859,26.6,34.6,3.226374749
54003,Berkeley County,39.4641,-78.0275,West Virginia,10.4,37.53899913,24.3,37.7,10.78894157
13107,Emanuel County,32.5897,-82.3017,Georgia,10,40.57438711,19.4,24.2,14.70948355
28161,Yalobusha County,34.0282,-89.7076,Mississippi,13.3,25.06704528,22.1,30.3,9.222013487
36015,Chemung County,42.1413,-76.76,New York,10.4,73.01587302,27.1,34.1,6.183996383
28033,DeSoto County,34.8753,-89.9912,Mississippi,12.3,56.510927,26.4,35.9,10.98667835
31067,Gage County,40.2619,-96.6894,Nebraska,9,50.97485545,23.6,36.5,8.367928781
24015,Cecil County,39.5712,-75.9407,Maryland,9.3,71.24559877,25.2,33.4,6.540923767
29027,Callaway County,38.8355,-91.926,Missouri,10.9,64.05756564,20.3,31.1,7.819253232
13153,Houston County,32.459,-83.6662,Georgia,11.5,75.04574696,24.7,30.2,9.995311999
1103,Morgan County,34.4535,-86.8529,Alabama,9.4,56.3930036,20.7,32.1,8.271168767
51199,York County,37.2431,-76.5635,Virginia,9.3,77.27300501,15,22.3,2.844307854
51131,Northampton County,37.343,-75.877,Virginia,9.5,11.29227541,18.9,31.2,0.00038784
21015,Boone County,38.9699,-84.7278,Kentucky,10.5,84.74047016,20.4,32.9,9.056221324
31161,Sheridan County,42.5047,-102.4089,Nebraska,9,34.50356555,25.2,27.6,10.34164542
6099,Stanislaus County,37.5591,-120.9977,California,9.4,92.37500802,20.9,31.9,3.369372059
18083,Knox County,38.6891,-87.418,Indiana,11,64.82049948,26.6,29.7,1.930977613
28059,Jackson County,30.5423,-88.6357,Mississippi,11.8,73.58235244,24.4,33.9,11.61699282
28071,Lafayette County,34.3568,-89.485,Mississippi,9.8,76.22647885,20.1,27.1,16.79863829
39029,Columbiana County,40.7684,-80.7772,Ohio,10.8,63.35531013,24.2,34.1,6.127710029
29219,Warren County,38.7646,-91.1607,Missouri,8.8,53.04032233,18.3,27.5,3.882861633
13071,Colquitt County,31.1884,-83.7688,Georgia,10.4,59.19161282,28.3,29.2,12.74131385
17029,Coles County,39.5203,-88.2217,Illinois,9.5,63.97082026,18.7,23.3,10.41000718
18119,Owen County,39.3128,-86.8377,Indiana,9.3,35.25376593,20.2,25.7,0.265570184
35005,Chaves County,33.3633,-104.4669,New Mexico,9.8,55.97227512,24.5,35.3,16.33398622
35053,Socorro County,34.0072,-106.9302,New Mexico,8.8,45.32072092,21.3,28.9,27.28339763
37127,Nash County,35.9673,-77.9864,North Carolina,12,48.84703673,20.8,31.7,5.461042325
47105,Loudon County,35.7348,-84.3119,Tennessee,9.8,45.91811517,19.1,22.8,5.053186395
54057,Mineral County,39.4147,-78.9438,West Virginia,9.8,45.45937899,22.4,32.4,5.536253417
54053,Mason County,38.7697,-82.0266,West Virginia,10.5,22.22222222,29.5,36.8,6.465146825
18181,White County,40.7498,-86.8655,Indiana,10.5,41.91048168,23.8,26,0.398432237
26033,Chippewa County,46.3053,-84.578,Michigan,8.8,59.87538941,25.9,35.6,8.139186182
12133,Washington County,30.6106,-85.6653,Florida,11.2,50.85957584,32,36.5,21.71642145
48347,Nacogdoches County,31.616,-94.6159,Texas,11.4,59.21672556,26.4,34.9,9.339158802
5005,Baxter County,36.2872,-92.3369,Arkansas,9.1,46.24816323,24,28.6,5.61925462
6065,Riverside County,33.7436,-115.9938,California,9.6,90.51310238,19.6,28.7,6.96546966
18043,Floyd County,38.3188,-85.907,Indiana,9.4,73.0765105,23.3,26.8,5.46463782
21101,Henderson County,37.7958,-87.573,Kentucky,13.8,69.48108108,26.9,34.5,3.196264046
24011,Caroline County,38.8717,-75.8316,Maryland,12.6,25.94205528,27.9,39.6,4.020179946
29099,Jefferson County,38.2611,-90.5377,Missouri,9.8,61.58375737,21.3,31.5,8.3489515
51169,Scott County,36.7143,-82.6029,Virginia,11.3,41.80437503,26.1,27.8,5.701965112
51175,Southampton County,36.7204,-77.1061,Virginia,9.1,17.35056543,24.5,31.5,5.098048104
6107,Tulare County,36.2202,-118.8005,California,10.2,68.59145278,25,36.4,4.91641189
4007,Gila County,33.7997,-110.8116,Arizona,9,82.47476538,23.1,30.8,11.01526524
6007,Butte County,39.6669,-121.6007,California,8.9,81.63090909,20.8,30.7,6.450867397
12097,Osceola County,28.0627,-81.1494,Florida,11.1,78.98989523,28.1,32.4,14.8817392
28073,Lamar County,31.206,-89.5087,Mississippi,10.5,44.99802364,24.9,32.8,10.40826812
18079,Jennings County,38.9969,-85.628,Indiana,9.4,30.75197195,28.2,34.8,10.17277469
38071,Ramsey County,48.2689,-98.7201,North Dakota,9.1,63.88961663,22.9,31.7,5.241748761
40121,Pittsburg County,34.9239,-95.7484,Oklahoma,10.4,50.33706394,23.6,30.8,14.17315192
45055,Kershaw County,34.3388,-80.5902,South Carolina,11.6,45.16913302,23.3,32.3,12.08942988
48439,Tarrant County,32.7719,-97.2911,Texas,10.9,94.41663341,22,30.6,8.228264874
51147,Prince Edward County,37.2243,-78.4411,Virginia,8.8,78.53474837,24.4,26.3,5.127412293
53053,Pierce County,47.0241,-122.1046,Washington,10.1,75.11861423,17.9,31.5,7.324622421
6029,Kern County,35.3426,-118.7301,California,10.5,82.42537496,26.4,31.9,7.829901192
12067,Lafayette County,29.9855,-83.1811,Florida,10.6,41.13866967,28.4,30.6,4.558428263
20031,Coffey County,38.2369,-95.7341,Kansas,10.3,45.37844437,22.8,35.4,16.55245599
22097,St. Landry Parish,30.599,-92.0058,Louisiana,11.4,51.81929387,29.2,34.4,10.92480564
29195,Saline County,39.1368,-93.2018,Missouri,9,54.07359863,23.2,29.7,14.17531554
51015,Augusta County,38.1644,-79.1338,Virginia,10.4,43.71525424,21.9,31.7,7.504591326
54087,Roane County,38.714,-81.3483,West Virginia,10.2,39.30054938,20.8,36,12.64742696
18159,Tipton County,40.3113,-86.0519,Indiana,9.8,43.06601406,17.8,30,7.321813247
13047,Catoosa County,34.9036,-85.1382,Georgia,10.8,71.58675049,21.9,23.5,9.656885288
5085,Lonoke County,34.7542,-91.8888,Arkansas,9.7,43.69623735,28.1,33.9,5.296756826
12119,Sumter County,28.7048,-82.081,Florida,9.3,82.42025262,17.9,28.9,5.988216853
18097,Marion County,39.7817,-86.1385,Indiana,11.3,81.79729088,27,32.6,12.23434633
29087,Holt County,40.0944,-95.2156,Missouri,8.9,57.30863192,18.3,26.9,12.05870487
21033,Caldwell County,37.1454,-87.8679,Kentucky,11.7,60.05853358,23.1,29.3,0.565785733
22083,Richland Parish,32.4178,-91.7635,Louisiana,10.3,41.78045838,17.1,23.1,6.794119694
13169,Jones County,33.0251,-83.5605,Georgia,10.8,55.84429174,22.2,29.5,12.35760367
40063,Hughes County,35.0484,-96.2502,Oklahoma,10.4,23.38070414,20.3,24.2,7.441516019
42033,Clearfield County,41,-78.4742,Pennsylvania,9.8,53.24097891,24.4,35.3,5.788975582
51019,Bedford County,37.3152,-79.5242,Virginia,10.9,44.21346364,16,30.2,1.475363538
39173,Wood County,41.3617,-83.623,Ohio,11,61.21621191,22.2,32.7,8.041117917
4015,Mohave County,35.7041,-113.7579,Arizona,9.4,53.66609054,27.3,29.2,18.6976145
12037,Franklin County,29.8765,-84.814,Florida,8.8,56.78413716,27,32.8,0.674056964
18153,Sullivan County,39.0888,-87.4147,Indiana,9.3,19.57625146,17.2,27.8,5.434153109
19119,Lyon County,43.3805,-96.2102,Iowa,9.1,37.06070288,19.1,27.8,2.47776876
